product_name,shipping_fee,page_number,product_condition,seller_feedback_score,origin_country,manufacturer,category,product_price
lenovo tab,248.62,3,Open box,2416,Australia,lenovo,Tablets,226.0
xiaomi mi 10,139.89,1,New,17243,Hong Kong,xiaomi,Smartphones,1332.21
dell vostro,231.49,3,Used,11986,United States,dell,Computers,293.31
galaxy s21,205.67,4,New,246,United States,samsung,Smartphones,2554.65
asus zenbook,203.91,1,New,1447,United Kingdom,asus,Computers,3791.69
lenovo ideapad,163.24,1,Open box,17276,United States,lenovo,Computers,1681.97
iphone 12,131.89,4,New,385,United Kingdom,apple,Smartphones,2992.14
asus vivobook,157.44,1,New,1161,United States,asus,Computers,1378.51
dell latitude,383.23,1,Seller refurbished,472,United States,dell,Tablets,2831.1
xiaomi mi 10,148.12,1,New,152,United Kingdom,xiaomi,Smartphones,1794.74
huawei p40,230.12,1,New,17545,United Kingdom,huawei,Smartphones,1353.34
galaxy s10,102.03,1,New,18145,United States,samsung,Smartphones,1589.01
xiaomi mi 11,0.0,3,New,5010,United Kingdom,xiaomi,Smartphones,5168.3
dell vostro,272.9,2,Seller refurbished,1774,United States,dell,Computers,536.99
iphone 12,99.92,4,New,37,Hong Kong,apple,Smartphones,4812.86
ipad pro,124.87,4,Used,189,United States,apple,Tablets,2119.26
iphone x,12.56,4,Used,12,Australia,apple,Smartphones,1230.56
oneplus nord,62.93,2,New,1494,India,oneplus,Smartphones,1641.8
galaxy book,245.61,1,Open box,4500,United States,samsung,Computers,5995.23
dell xps,473.34,2,Used,255,United States,dell,Computers,3250.3
xiaomi redmibook,333.07,1,New,1641,China,xiaomi,Computers,3214.13
macbook air,170.13,4,Used,2081,United States,apple,Computers,815.62
lenovo thinkpad,189.13,1,Used,11260,United States,lenovo,Computers,715.03
lenovo thinkpad,185.43,3,Seller refurbished,2358,United States,lenovo,Computers,867.28
dell xps,241.24,1,Used,43886,United States,dell,Computers,5525.48
ipad pro,120.37,3,Used,17276,United States,apple,Tablets,1499.75
dell xps,203.66,3,Used,11993,United States,dell,Computers,3965.33
huawei p40,126.04,2,New,1282,United Kingdom,huawei,Smartphones,2669.95
galaxy s21,89.92,1,New,511,United Kingdom,samsung,Smartphones,35.53
iphone x,99.41,1,Seller refurbished,13436,United Kingdom,apple,Smartphones,1304.4
huawei mediapad,48.75,4,For parts or not working,13,Germany,huawei,Tablets,126.73
lenovo thinkbook,269.07,1,New,1402,United Kingdom,lenovo,Computers,4603.32
galaxy s20,117.97,2,New,8223,United States,samsung,Smartphones,2331.46
asus rog strix scar,259.01,1,New,365,United States,asus,Computers,6096.9
asus vivobook,223.66,2,New,1586,United States,asus,Computers,1498.75
asus zenbook,113.64,3,Seller refurbished,502,Germany,asus,Computers,1959.87
macbook air,106.55,3,Used,178,United States,apple,Computers,1065.82
ipad pro,142.15,3,Used,43886,United States,apple,Tablets,2640.89
asus zenbook,206.75,1,Used,129,United Kingdom,asus,Computers,3290.84
macbook pro,150.91,1,Used,371,United States,apple,Computers,1815.23
galaxy s10,91.56,3,New,296,United States,samsung,Smartphones,1251.2
oneplus 8 pro,90.91,1,Used,6734,United States,oneplus,Smartphones,1007.27
lenovo thinkpad,179.53,2,Used,428,Sweden,lenovo,Computers,1150.84
lenovo thinkpad,167.15,2,Used,2559,United Kingdom,lenovo,Computers,1799.19
asus zenbook,198.95,4,Seller refurbished,11993,United States,asus,Computers,3289.38
dell vostro,184.21,3,Used,626,United States,dell,Computers,586.87
asus rog strix scar,194.05,1,Used,473,United States,asus,Computers,3077.62
dell xps,208.73,1,Used,178092,United States,dell,Computers,1082.35
asus zenbook,191.48,4,Seller refurbished,11993,United States,asus,Computers,3306.37
ipad pro,125.72,3,Open box,5235,United States,apple,Tablets,2542.95
lenovo ideapad,141.69,2,New,12,United States,lenovo,Computers,1332.28
galaxy s20,115.96,1,Used,27114,United Kingdom,samsung,Smartphones,2117.5
iphone x,117.49,1,For parts or not working,6,France,apple,Smartphones,387.73
huawei p40,98.51,1,Seller refurbished,127396,United Kingdom,huawei,Smartphones,1254.92
asus zenbook,123.83,4,Used,5594,United States,asus,Computers,2445.27
xiaomi mi 10,274.15,2,Used,331,Italy,xiaomi,Smartphones,1562.66
iphone x,91.24,1,Used,43886,United States,apple,Smartphones,1023.81
oneplus nord,116.55,2,New,75,United Kingdom,oneplus,Smartphones,1259.46
oneplus nord,101.9,3,New,2030,United States,oneplus,Smartphones,31.95
galaxy s20,105.09,2,Used,5280,United Kingdom,samsung,Smartphones,1518.88
macbook pro,117.51,1,Used,91,France,apple,Computers,1390.56
dell xps,224.5,3,Used,1217,United Kingdom,dell,Computers,2698.85
galaxy s20,107.39,3,New,2952,United States,samsung,Smartphones,2080.03
galaxy tab,121.04,1,Used,2309,United States,samsung,Tablets,1432.17
huawei mediapad,85.06,2,Used,1190,United Kingdom,huawei,Tablets,517.28
macbook pro,243.43,1,Used,99,United Kingdom,apple,Computers,713.52
oneplus nord,131.38,1,Used,39515,United States,oneplus,Smartphones,165.77
oneplus nord,74.04,2,Open box,108,United States,oneplus,Smartphones,797.2
lenovo thinkbook,276.51,3,New,11993,United States,lenovo,Computers,7196.65
dell vostro,475.23,3,Seller refurbished,17,Canada,dell,Computers,508.48
oneplus nord,105.74,3,New,8437,Poland,oneplus,Smartphones,920.4
lenovo ideapad,235.21,3,Used,8071,United States,lenovo,Computers,799.37
macbook air,119.07,1,Seller refurbished,534459,United States,apple,Computers,1328.95
macbook air,167.13,4,Open box,11654,United States,apple,Computers,2664.53
oneplus nord,88.86,1,New,1239,United States,oneplus,Smartphones,899.91
asus rog strix scar,299.92,1,Open box,25284,United Kingdom,asus,Computers,6525.76
asus rog strix scar,270.22,2,Seller refurbished,1880,United Kingdom,asus,Computers,3595.99
asus zenbook,182.75,2,Seller refurbished,11993,United States,asus,Computers,3251.24
dell xps,156.89,1,Used,43886,United States,dell,Computers,2275.18
lenovo thinkpad,202.04,1,Used,178092,United States,lenovo,Computers,731.32
iphone x,92.15,3,Used,78415,United States,apple,Smartphones,1072.6
lenovo tab,131.52,1,Used,338,United Kingdom,lenovo,Tablets,138.1
asus vivobook,162.67,3,New,7471,United States,asus,Computers,2065.0
macbook air,126.67,3,Used,5378,United States,apple,Computers,932.56
lenovo tab,103.58,2,New,366,United Kingdom,lenovo,Tablets,811.16
ipad air,84.15,4,Used,1215,United Kingdom,apple,Tablets,368.04
dell xps,193.04,4,New,2310,United States,dell,Computers,3409.17
iphone 12,0.0,2,New,0,Philippines,apple,Smartphones,1772.68
dell vostro,181.12,3,Seller refurbished,11993,United States,dell,Computers,2763.84
galaxy tab,107.18,1,New,1451,United States,samsung,Tablets,1099.13
lenovo thinkpad,192.52,3,Used,1569,United States,lenovo,Computers,975.06
huawei p30,199.73,3,New,128,Germany,huawei,Smartphones,1022.36
galaxy s10,89.06,3,Seller refurbished,94331,United States,samsung,Smartphones,910.05
dell vostro,173.07,2,Seller refurbished,140,United Kingdom,dell,Computers,812.51
macbook air,134.03,4,Seller refurbished,2327,United States,apple,Computers,1717.18
galaxy book,0.0,2,New,2769,South,samsung,Computers,5305.81
asus zephyrus,250.27,2,New,365,United States,asus,Computers,5616.48
xiaomi mi 11,136.51,1,New,17243,Hong Kong,xiaomi,Smartphones,2502.67
galaxy s20,122.26,4,Open box,2146,United Kingdom,samsung,Smartphones,2559.41
galaxy s21,333.07,3,New,22544,United States,samsung,Smartphones,4073.42
xiaomi redmibook,161.07,1,New,212681,Germany,xiaomi,Computers,108.13
huawei p40,0.0,3,New,208,United Kingdom,huawei,Smartphones,3908.26
macbook pro,137.52,4,Seller refurbished,4770,United States,apple,Computers,2294.85
asus zephyrus,124.16,2,New,18,United States,asus,Computers,6013.05
galaxy s20,98.87,4,Used,8200,United States,samsung,Smartphones,1424.93
iphone 12,92.07,4,Seller refurbished,8,United Kingdom,apple,Smartphones,3157.91
xiaomi mi 10,130.01,4,New,486,Hong Kong,xiaomi,Smartphones,1991.33
huawei p40,129.9,3,New,5010,United Kingdom,huawei,Smartphones,4160.05
galaxy s10,90.23,1,Open box,19995,United States,samsung,Smartphones,971.84
galaxy s21,124.34,2,Open box,44570,United States,samsung,Smartphones,2664.53
huawei p30,126.41,3,Used,201,United Kingdom,huawei,Smartphones,920.67
galaxy tab,144.59,1,New,12894,United Kingdom,samsung,Tablets,3159.88
lenovo tab,46.03,1,Used,73,Greece,lenovo,Tablets,230.17
oneplus nord,156.66,3,New,16243,Germany,oneplus,Smartphones,2212.4
galaxy s20,116.59,3,Used,530,United Kingdom,samsung,Smartphones,2248.82
macbook air,195.38,2,New,4093,United States,apple,Computers,4143.39
huawei mediapad,84.98,1,Used,1985,United Kingdom,huawei,Tablets,414.26
asus zephyrus,191.91,2,New,16243,Germany,asus,Computers,8087.07
lenovo tab,83.69,2,Seller refurbished,12752,United Kingdom,lenovo,Tablets,345.21
hp zbook,256.74,1,Open box,17276,United States,hp,Computers,6338.05
huawei p40,110.94,1,Used,292,United Kingdom,huawei,Smartphones,1841.35
dell xps,204.61,3,Seller refurbished,959,United States,dell,Computers,3607.28
asus zenbook,171.89,2,Open box,3168,United States,asus,Computers,2280.62
ipad air,128.3,1,Used,3103,United Kingdom,apple,Tablets,391.29
galaxy s10,88.8,2,Used,43886,United States,samsung,Smartphones,1030.31
asus vivobook,177.29,4,New,7471,United States,asus,Computers,2831.06
iphone x,97.74,3,Open box,67312,United States,apple,Smartphones,1365.09
asus zephyrus,238.18,1,Used,8407,United States,asus,Computers,4550.39
iphone 12,140.26,4,New,109,United Kingdom,apple,Smartphones,3452.48
hp zbook,224.56,1,Open box,3670,United States,hp,Computers,2909.02
asus vivobook,180.49,4,New,7471,United States,asus,Computers,2997.6
dell precision,209.74,3,Used,1,United States,dell,Computers,1293.26
lenovo thinkbook,187.12,4,New,296957,United States,lenovo,Computers,2517.14
asus zenbook,188.29,1,New,6909,United Kingdom,asus,Computers,2934.17
dell xps,163.65,4,Used,21127,United States,dell,Computers,2271.96
xiaomi mi 10,173.28,4,New,5010,United Kingdom,xiaomi,Smartphones,2458.61
galaxy s10,65.01,1,New,215,United States,samsung,Smartphones,991.34
dell xps,284.01,2,Used,14763,United States,dell,Computers,5525.31
iphone 11,116.64,4,Used,38101,United States,apple,Smartphones,2261.55
oneplus 8 pro,116.98,1,New,119196,United States,oneplus,Smartphones,1475.6
lenovo thinkpad,139.73,3,Used,5378,United States,lenovo,Computers,617.56
macbook air,184.09,1,Used,10,United Kingdom,apple,Computers,1127.82
lenovo tab,126.18,1,Used,851,United Kingdom,lenovo,Tablets,179.53
lenovo ideapad,170.53,3,New,1451,United States,lenovo,Computers,2065.04
lenovo thinkpad,123.92,3,Seller refurbished,307,United Kingdom,lenovo,Computers,445.31
oneplus nord,116.98,1,New,119196,United States,oneplus,Smartphones,1189.58
ipad air,90.26,3,Seller refurbished,989,United States,apple,Tablets,599.49
iphone 12,127.23,1,New,0,United States,apple,Smartphones,2697.87
galaxy tab,122.13,2,New,1050,United States,samsung,Tablets,810.21
lenovo ideapad,276.15,4,Used,15,United States,lenovo,Computers,1998.42
lenovo thinkpad,247.22,3,Seller refurbished,32,United States,lenovo,Computers,1950.18
galaxy s21,119.24,2,Open box,44570,United States,samsung,Smartphones,2398.07
iphone 11,99.55,4,Open box,214574,United States,apple,Smartphones,2131.62
hp zbook,136.52,1,Seller refurbished,1516,United States,hp,Computers,1227.81
iphone x,162.18,3,Seller refurbished,9,Australia,apple,Smartphones,1155.22
asus rog strix scar,208.86,1,New,3168,United States,asus,Computers,3853.47
huawei mediapad,113.76,1,New,1641,China,huawei,Tablets,1121.35
iphone x,130.08,3,Used,509,United Kingdom,apple,Smartphones,1012.07
huawei p30,0.0,4,New,5010,United Kingdom,huawei,Smartphones,5887.7
huawei p40,102.47,3,Open box,10255,United Kingdom,huawei,Smartphones,1376.41
iphone 11,126.93,3,Used,122,United States,apple,Smartphones,1265.67
huawei p30,91.67,3,Seller refurbished,8076,United Kingdom,huawei,Smartphones,907.39
macbook pro,228.69,1,Used,241,United States,apple,Computers,1328.95
xiaomi redmibook,15.64,2,New,209973,Germany,xiaomi,Computers,61.89
galaxy s10,160.6,1,Used,39515,United States,samsung,Smartphones,165.77
ipad pro,128.46,1,Used,43886,United States,apple,Tablets,1923.6
iphone x,81.26,4,New,0,Nigeria,apple,Smartphones,1615.4
huawei p30,95.01,2,Used,27114,United Kingdom,huawei,Smartphones,966.66
lenovo ideapad,130.53,2,New,34895,United States,lenovo,Computers,1928.48
lenovo thinkpad,858.76,4,Used,6440,United States,lenovo,Computers,4209.14
iphone 12,0.0,3,New,0,Philippines,apple,Smartphones,1292.63
oneplus 8 pro,111.91,2,New,25118,United States,oneplus,Smartphones,1833.04
iphone x,105.83,2,Used,82,United States,apple,Smartphones,1787.66
macbook air,136.13,1,Seller refurbished,33834,United States,apple,Computers,2159.53
galaxy tab,95.59,1,Open box,2085,United States,samsung,Tablets,586.84
lenovo thinkpad,161.83,2,Used,7248,United States,lenovo,Computers,544.43
ipad air,106.42,3,Seller refurbished,2837,United States,apple,Tablets,666.11
ipad pro,98.69,3,Used,44570,United States,apple,Tablets,749.86
huawei p30,92.53,3,Used,27114,United Kingdom,huawei,Smartphones,828.56
asus vivobook,165.47,3,Open box,2894,United States,asus,Computers,2211.59
galaxy tab,162.69,3,Used,39515,United States,samsung,Tablets,40.75
macbook air,122.14,2,Seller refurbished,2374,United States,apple,Computers,1488.82
lenovo ideapad,149.32,2,New,406,United States,lenovo,Computers,1731.8
iphone 12,146.91,2,New,524,United Kingdom,apple,Smartphones,2909.01
asus rog strix scar,291.73,1,Open box,71262,United Kingdom,asus,Computers,6075.74
iphone 12,154.88,1,Used,877,United Kingdom,apple,Smartphones,2582.14
huawei mediapad,115.02,2,Seller refurbished,3562,United Kingdom,huawei,Tablets,809.66
huawei p40,104.96,1,Seller refurbished,1424,United Kingdom,huawei,Smartphones,538.59
ipad air,109.91,3,Used,3286,United States,apple,Tablets,599.49
macbook pro,122.37,4,Used,2374,United States,apple,Computers,1106.46
oneplus nord,96.93,1,Used,18,United Kingdom,oneplus,Smartphones,1169.5
dell precision,292.87,4,Seller refurbished,1880,United Kingdom,dell,Computers,3593.97
macbook pro,138.96,2,Used,3622,United States,apple,Computers,1975.11
ipad air,111.65,3,Used,5235,United States,apple,Tablets,1332.11
huawei matebook,91.93,1,Seller refurbished,7039,United Kingdom,huawei,Computers,2650.13
lenovo ideapad,195.61,3,Used,5010,United States,lenovo,Computers,2960.59
iphone 11,99.55,1,Seller refurbished,214574,United States,apple,Smartphones,1881.81
lenovo ideapad,151.77,4,Used,960,United Kingdom,lenovo,Computers,782.53
dell latitude,161.53,2,Used,916,United Kingdom,dell,Tablets,828.56
galaxy s21,127.7,4,Seller refurbished,127396,United Kingdom,samsung,Smartphones,2761.97
ipad air,137.06,1,Seller refurbished,989,United States,apple,Tablets,766.03
huawei p40,98.03,2,Open box,12350,United States,huawei,Smartphones,1716.16
hp zbook,155.34,1,Seller refurbished,24332,United States,hp,Computers,1457.79
dell vostro,120.87,1,Seller refurbished,2985,United States,dell,Computers,629.44
dell precision,217.77,3,Seller refurbished,464,United States,dell,Computers,1300.12
galaxy s20,141.12,1,Used,222,United States,samsung,Smartphones,1781.93
galaxy tab,65.21,2,New,266,United States,samsung,Tablets,1157.44
asus zenbook,175.96,1,Seller refurbished,59433,United Kingdom,asus,Computers,2257.05
dell vostro,159.89,1,Seller refurbished,7248,United States,dell,Computers,48.87
macbook air,145.49,1,Used,5782,United States,apple,Computers,1165.71
macbook pro,133.59,1,Used,5031,United States,apple,Computers,1295.64
lenovo ideapad,175.63,1,New,296957,United States,lenovo,Computers,2331.46
galaxy s10,87.21,3,Used,19045,United States,samsung,Smartphones,812.57
asus vivobook,114.78,2,New,34895,United States,asus,Computers,1495.49
lenovo tab,102.82,2,New,533,United States,lenovo,Tablets,869.41
iphone 12,152.42,3,New,463,United Kingdom,apple,Smartphones,4120.01
lenovo thinkpad,391.32,1,Used,56208,Germany,lenovo,Computers,975.35
huawei p30,70.51,2,Used,0,France,huawei,Smartphones,1292.63
huawei mediapad,131.33,1,New,229,United Kingdom,huawei,Tablets,230.17
lenovo ideapad,125.5,4,New,1193,United States,lenovo,Computers,1665.32
ipad air,39.17,3,Used,0,France,apple,Tablets,587.56
huawei p30,105.92,4,Used,374,United Kingdom,huawei,Smartphones,1565.1
galaxy s21,97.93,1,New,0,Spain,samsung,Smartphones,1958.54
dell vostro,174.3,1,New,2358,United States,dell,Computers,2261.15
iphone x,97.15,3,Open box,214574,United States,apple,Smartphones,1088.82
asus rog strix scar,289.07,1,New,365,United States,asus,Computers,7671.34
galaxy book,93.38,1,Used,21050,United States,samsung,Computers,1137.57
ipad pro,192.58,2,Open box,106,United Kingdom,apple,Tablets,2076.52
galaxy s10,87.94,2,Used,5280,United Kingdom,samsung,Smartphones,674.49
xiaomi mi 11,117.57,2,New,4063,Italy,xiaomi,Smartphones,3213.06
asus rog strix scar,257.19,2,New,11993,United States,asus,Computers,5572.08
galaxy s20,109.54,3,Seller refurbished,94331,United States,samsung,Smartphones,1982.65
lenovo thinkpad,228.86,4,Open box,1880,United Kingdom,lenovo,Computers,3908.84
ipad pro,0.0,1,Used,4,United Kingdom,apple,Tablets,2025.48
oneplus 8 pro,67.6,3,Seller refurbished,8076,United Kingdom,oneplus,Smartphones,1734.79
dell latitude,136.83,2,Seller refurbished,11394,United States,dell,Tablets,1465.48
huawei p40,0.0,1,New,0,Hong Kong,huawei,Smartphones,2164.96
macbook air,181.46,4,New,11654,United States,apple,Computers,3413.94
iphone 12,126.11,2,New,62,Australia,apple,Smartphones,2595.64
asus vivobook,116.57,1,Used,247,Finland,asus,Computers,1232.36
iphone 12,132.12,2,Used,751,United States,apple,Smartphones,1566.29
ipad pro,116.62,3,Used,5594,United States,apple,Tablets,1304.13
dell precision,161.08,4,Seller refurbished,13952,United Kingdom,dell,Computers,809.61
oneplus nord,0.0,3,New,5010,United Kingdom,oneplus,Smartphones,2109.6
xiaomi mi 10,96.26,3,New,218,United Kingdom,xiaomi,Smartphones,1131.99
lenovo thinkpad,233.4,4,Open box,1986,United States,lenovo,Computers,5522.26
galaxy s21,91.59,1,New,6971,South,samsung,Smartphones,4628.01
hp zbook,246.74,1,New,16243,Germany,hp,Computers,14474.8
dell xps,220.53,1,Used,739,United States,dell,Computers,1446.35
asus vivobook,137.1,4,Used,59,Italy,asus,Computers,2542.18
xiaomi redmibook,157.95,1,New,408435,Germany,xiaomi,Computers,72.18
lenovo thinkpad,222.3,2,New,2173,United Kingdom,lenovo,Computers,1079.54
lenovo thinkpad,214.65,2,Used,41611,United States,lenovo,Computers,731.28
